id_mesure,date,batiment,type_batiment,zone,temperature,humidite,co2,occupation,consommation_kwh,mode_climatisation,etat_systeme,jour_semaine,alerte
1197,2025-02-19 00:00:00.000000,b8,entrepôt,b,28.0,47.4,691.0,0.0,130.3,eco,alerte,mercredi,non
1140,2025-02-04 18:00:00.000000,b4,bureau,c,22.3,53.8,1092.0,50.0,150.3,normal,normal,mardi,oui
1369,2025-04-03 00:00:00.000000,b3,hôpital,c,24.9,80.0,934.0,15.0,181.8,boost,normal,jeudi,oui
1248,2025-03-03 18:00:00.000000,b4,bureau,c,23.4,58.0,474.0,85.0,215.6,normal,normal,lundi,non
1288,2025-03-13 18:00:00.000000,b8,entrepôt,b,28.3,61.5,1229.0,68.0,213.2,eco,normal,jeudi,oui
1396,2025-04-09 18:00:00.000000,b3,hôpital,d,27.0,22.6,1161.0,65.0,213.9,normal,normal,mercredi,oui
1060,2025-01-15 18:00:00.000000,b5,centre commercial,c,23.5,46.7,763.0,20.0,161.0,boost,normal,mercredi,non
1112,2025-01-28 18:00:00.000000,b6,université,d,26.6,62.9,877.0,25.0,174.2,normal,normal,mardi,non
1090,2025-01-23 06:00:00.000000,b3,hôpital,d,19.3,59.7,517.0,13.0,92.5,eco,alerte,jeudi,non
1267,2025-03-08 12:00:00.000000,b2,école,d,20.8,47.4,662.0,62.0,163.9,normal,normal,samedi,non
1007,2025-01-02 12:00:00.000000,b8,entrepôt,b,23.1,78.5,671.0,51.0,212.2,boost,normal,jeudi,non
1365,2025-04-02 00:00:00.000000,b8,entrepôt,a,23.843762781186093,54.0,666.0,61.0,180.5,normal,alerte,mercredi,non
1402,2025-04-11 06:00:00.000000,b2,école,a,22.6,44.0,868.0,62.0,172.5,eco,normal,vendredi,non
1342,2025-03-27 06:00:00.000000,b8,entrepôt,c,23.6,37.9,1194.0,82.0,201.6,eco,normal,jeudi,oui
1159,2025-02-09 12:00:00.000000,b1,bureau,b,22.9,57.2,462.0,27.0,154.0,normal,normal,dimanche,non
1151,2025-02-07 12:00:00.000000,b6,université,d,23.4,57.7,4500.0,51.0,220.6,boost,normal,vendredi,non
1178,2025-02-14 06:00:00.000000,b4,bureau,c,22.9,38.9,1252.0,61.0,193.2,boost,normal,vendredi,oui
1399,2025-04-10 12:00:00.000000,b1,bureau,a,20.5,36.0,338.0,62.0,128.4,eco,normal,jeudi,non
1185,2025-02-16 00:00:00.000000,b2,école,a,26.5,43.2,799.0,24.0,139.9,eco,normal,dimanche,non
1319,2025-03-21 12:00:00.000000,b4,bureau,d,28.1,54.0,842.0,54.0,197.3,normal,normal,vendredi,non
1011,2025-01-03 12:00:00.000000,b2,bureau,d,18.1,66.2,897.0,53.0,171.8,normal,alerte,vendredi,oui
1440,2025-04-20 18:00:00.000000,b2,école,b,30.0,46.1,534.0,73.0,323.8,boost,normal,dimanche,non
1104,2025-01-26 18:00:00.000000,b1,bureau,b,29.2,53.7,711.0,57.0,262.5,boost,normal,dimanche,non
1082,2025-01-21 06:00:00.000000,b6,université,d,21.9,62.5,859.0,44.0,169.7,boost,normal,mardi,non
1039,2025-01-10 12:00:00.000000,b3,hôpital,b,28.5,31.7,718.0,12.0,157.9,eco,normal,vendredi,non
1318,2025-03-21 06:00:00.000000,b3,hôpital,b,25.2,66.0,722.0,34.0,144.3,normal,normal,vendredi,non
1168,2025-02-11 18:00:00.000000,b2,école,d,20.5,50.3,727.0,18.0,121.4,eco,normal,mardi,non
1477,2025-04-30 00:00:00.000000,b2,école,c,20.8,46.8,755.0,41.0,178.1,boost,normal,mercredi,non
1300,2025-03-16 18:00:00.000000,b7,bureau,d,24.8,60.0,1111.0,54.0,148.9,eco,normal,dimanche,oui
1297,2025-03-16 00:00:00.000000,b1,bureau,d,29.8,32.8,235.0,73.0,249.2,normal,normal,dimanche,non
1199,2025-02-19 12:00:00.000000,b1,bureau,d,22.6,56.9,667.0,1.0,88.8,normal,normal,mercredi,non
1378,2025-04-05 06:00:00.000000,b7,bureau,c,24.3,67.3,1066.0,57.0,226.9,boost,normal,samedi,oui
1147,2025-02-06 12:00:00.000000,b8,entrepôt,a,22.7,48.8,855.0,36.0,129.4,eco,normal,jeudi,non
1398,2025-04-10 06:00:00.000000,b7,bureau,d,20.2,55.0,844.0,32.0,69.8,eco,normal,jeudi,oui
1148,2025-02-06 18:00:00.000000,b1,bureau,c,17.8,73.6,787.5,53.0,161.5,normal,normal,jeudi,non
1421,2025-04-16 00:00:00.000000,b7,bureau,c,23.3,60.1,828.0,52.0,148.6,normal,normal,mercredi,non
1290,2025-03-14 06:00:00.000000,b7,bureau,b,24.6,57.3,891.0,0.0,123.4,normal,normal,vendredi,oui
1124,2025-01-31 18:00:00.000000,b1,bureau,c,25.7,67.1,728.0,50.0,210.7,eco,normal,vendredi,non
1492,2025-05-03 18:00:00.000000,b4,bureau,b,22.7,39.5,872.0,50.0,148.6,eco,normal,samedi,non
1097,2025-01-25 00:00:00.000000,b6,université,b,23.1,62.2,952.0,16.0,134.6,normal,normal,samedi,oui
1144,2025-02-05 18:00:00.000000,b4,bureau,d,16.3,31.8,1079.0,72.0,217.5,normal,normal,mercredi,oui
1240,2025-03-01 18:00:00.000000,b5,centre commercial,b,28.7,63.3,843.0,51.0,195.2,eco,normal,samedi,oui
1276,2025-03-10 18:00:00.000000,b1,bureau,d,26.0,57.4,633.0,25.0,148.3,normal,normal,lundi,non
1098,2025-01-25 06:00:00.000000,b2,école,b,20.6,57.7,651.0,49.0,126.0,eco,normal,samedi,non
1354,2025-03-30 06:00:00.000000,b4,bureau,a,22.9,54.4,604.0,66.0,183.8,normal,normal,dimanche,non
1123,2025-01-31 12:00:00.000000,b1,bureau,c,18.6,72.6,768.0,25.0,117.9,normal,normal,vendredi,non
1184,2025-02-15 18:00:00.000000,b6,université,b,15.8,52.6,652.0,30.0,142.9,normal,normal,samedi,non
1203,2025-02-20 12:00:00.000000,b6,université,a,22.5,64.4,786.0,95.0,213.7,eco,alerte,jeudi,non
1247,2025-03-03 12:00:00.000000,b7,bureau,c,25.8,42.8,769.0,13.0,144.0,normal,normal,lundi,non
1486,2025-05-02 06:00:00.000000,b6,université,c,23.7,70.5,746.0,34.0,146.5,eco,normal,vendredi,non
1302,2025-03-17 06:00:00.000000,b3,hôpital,d,23.4,56.7,438.0,102.0,212.5,normal,normal,lundi,non
1355,2025-03-30 12:00:00.000000,b5,centre commercial,c,30.1,47.4,679.0,82.0,295.2,boost,normal,dimanche,non
1412,2025-04-13 18:00:00.000000,b1,bureau,c,21.2,54.8,929.0,40.0,170.7987951807229,normal,normal,dimanche,non
1401,2025-04-11 00:00:00.000000,b7,bureau,c,28.0,72.0,565.0,5.0,168.5,boost,normal,vendredi,non
1287,2025-03-13 12:00:00.000000,b1,bureau,b,24.8,52.5,509.0,61.0,247.1,normal,normal,jeudi,non
1126,2025-02-01 06:00:00.000000,b2,école,d,24.8,57.4,759.0,57.0,225.2,boost,normal,samedi,non
1306,2025-03-18 06:00:00.000000,b4,bureau,b,20.0,51.7,818.0,74.0,187.3,normal,normal,mardi,non
1224,2025-02-25 18:00:00.000000,b5,centre commercial,a,26.1,60.6,781.0,34.0,178.2,normal,normal,mardi,non
1424,2025-04-16 18:00:00.000000,b1,bureau,d,20.6,63.2,925.0,32.0,145.6,normal,normal,mercredi,non
1220,2025-03-04 13:26:03.346613,b2,école,d,20.9,48.9,1277.0,38.0,142.6,,normal,,oui
1130,2025-02-02 06:00:00.000000,b5,centre commercial,c,19.9,57.9,948.0,39.0,129.5,normal,normal,dimanche,oui
1426,2025-04-17 06:00:00.000000,b8,entrepôt,a,25.3,83.8,942.0,84.0,256.8,normal,normal,jeudi,oui
1292,2025-03-14 18:00:00.000000,b8,entrepôt,a,25.3,76.4,871.0,92.0,269.2,normal,normal,vendredi,oui
1332,2025-03-24 18:00:00.000000,b1,bureau,b,24.8,61.5,1044.0,55.0,179.3,normal,normal,lundi,oui
1382,2025-04-06 06:00:00.000000,b6,université,b,22.7,72.9,983.0,35.0,124.7,eco,normal,dimanche,oui
1482,2025-05-01 06:00:00.000000,b4,bureau,d,21.6,40.7,799.0,78.0,222.8,normal,normal,jeudi,non
1359,2025-03-31 12:00:00.000000,b1,bureau,b,24.4,44.6,506.0,65.0,198.9,normal,normal,lundi,non
1298,2025-03-16 06:00:00.000000,b4,bureau,b,26.9,66.6,584.0,52.0,191.2,normal,alerte,dimanche,non
1295,2025-03-15 12:00:00.000000,b5,centre commercial,c,23.8,71.3,1014.0,76.0,207.5,normal,normal,samedi,oui
1371,2025-04-03 12:00:00.000000,b1,bureau,c,25.1,52.5,4700.0,49.0,185.5,normal,normal,jeudi,non
1387,2025-04-07 12:00:00.000000,b1,bureau,a,26.3,61.9,672.0,42.0,183.2,normal,normal,lundi,non
1113,2025-01-29 00:00:00.000000,b6,université,a,24.8,68.7,1199.0,0.0,156.2,boost,normal,mercredi,oui
1180,2025-02-14 18:00:00.000000,b7,bureau,a,18.5,46.7,653.0,76.0,204.5,normal,normal,vendredi,non
1311,2025-03-19 12:00:00.000000,b3,hôpital,a,27.2,38.1,5100.0,109.0,302.7,normal,normal,mercredi,non
1343,2025-03-27 12:00:00.000000,b2,école,b,27.9,55.5,610.0,49.0,198.7,normal,alerte,jeudi,non
1334,2025-03-25 06:00:00.000000,b1,bureau,a,20.4,71.3,757.0,38.0,141.2,eco,normal,mardi,non
1489,2025-05-03 00:00:00.000000,b3,hôpital,a,20.8,54.7,498.0,22.0,132.3,normal,normal,samedi,non
1494,2025-05-04 06:00:00.000000,b3,hôpital,c,25.4,77.5,937.0,38.0,196.4,eco,normal,dimanche,oui
1234,2025-02-28 06:00:00.000000,b1,bureau,b,23.843762781186093,72.9,499.0,8.0,70.7,eco,normal,vendredi,non
1315,2025-03-20 12:00:00.000000,b8,entrepôt,a,21.3,57.6,810.0,33.0,135.4,normal,normal,jeudi,non
1165,2025-02-11 00:00:00.000000,b8,entrepôt,b,29.9,59.2,698.0,43.0,170.7987951807229,normal,alerte,mardi,non
1137,2025-02-04 00:00:00.000000,b4,bureau,c,24.9,48.0,1003.0,25.0,138.0,normal,normal,mardi,oui
1198,2025-02-19 06:00:00.000000,b4,,a,22.3,64.6,1115.0,20.0,123.8,normal,normal,mercredi,oui
1259,2025-03-06 12:00:00.000000,b1,bureau,d,24.3,69.5,981.0,57.0,201.5,normal,normal,jeudi,oui
1233,2025-02-28 00:00:00.000000,b7,bureau,b,22.9,42.7,966.0,29.0,182.7,boost,normal,vendredi,non
1116,2025-01-29 18:00:00.000000,b5,université,a,22.2,64.4,1092.0,2.0,124.0,boost,normal,mercredi,oui
1121,2025-01-31 00:00:00.000000,b4,bureau,b,26.4,40.7,942.0,80.0,282.6,boost,panne,vendredi,non
1353,2025-03-30 00:00:00.000000,b7,bureau,b,29.9,89.5,1175.0,71.0,257.1,normal,panne,dimanche,oui
1225,2025-02-26 00:00:00.000000,b1,bureau,a,24.0,67.6,681.0,65.0,183.0,eco,normal,mercredi,non
1408,2025-04-12 18:00:00.000000,b1,bureau,a,24.1,62.5,303.0,53.0,159.8,,normal,samedi,non
1341,2025-03-27 00:00:00.000000,b7,bureau,c,24.1,60.5,1027.0,0.0,102.9,eco,normal,jeudi,oui
1128,2025-02-01 18:00:00.000000,b5,centre commercial,c,25.4,54.1,839.0,50.0,207.5,eco,normal,samedi,non
1286,2025-03-13 06:00:00.000000,b7,bureau,b,28.3,74.4,837.0,18.0,173.9,normal,normal,jeudi,oui
1417,2025-04-15 00:00:00.000000,b1,bureau,d,23.5,54.6,965.0,52.0,135.7,eco,alerte,mardi,non
1108,2025-01-27 18:00:00.000000,b3,hôpital,c,18.7,59.2,645.0,65.0,195.1,normal,normal,lundi,non
1375,2025-04-04 12:00:00.000000,b6,université,a,20.9,52.5,977.0,84.0,195.8,normal,normal,vendredi,oui
1451,2025-04-23 12:00:00.000000,b2,école,b,20.3,51.7,812.0,45.39717741935484,83.4,normal,normal,mercredi,non
1134,2025-02-03 06:00:00.000000,b7,bureau,c,28.6,45.1,638.0,64.0,256.7,normal,panne,lundi,non
1368,2025-04-02 18:00:00.000000,b3,hôpital,b,24.1,61.2,981.0,50.0,155.6,eco,normal,mercredi,oui
1045,2025-03-04 13:26:03.346613,b1,bureau,b,22.8,71.3,953.0,78.0,201.9,eco,normal,,oui
1468,2025-04-27 18:00:00.000000,b1,bureau,d,20.3,52.3,663.0,24.0,108.5,eco,normal,dimanche,non
1066,2025-01-17 06:00:00.000000,b2,école,c,25.8,57.4,646.0,14.0,93.6,eco,normal,vendredi,non
1284,2025-03-12 18:00:00.000000,b4,bureau,d,29.4,64.1,1494.0,34.0,215.2,boost,normal,mercredi,oui
1086,2025-01-22 06:00:00.000000,b1,hôpital,b,23.8,43.6,767.0,10.0,121.8,normal,normal,mercredi,non
1243,2025-03-02 12:00:00.000000,b3,hôpital,a,20.4,63.7,838.0,100.0,216.4,normal,normal,dimanche,non
1187,2025-02-16 12:00:00.000000,b2,école,b,21.7,55.6,852.0,38.0,133.2,normal,normal,dimanche,non
1389,2025-04-08 00:00:00.000000,b6,université,a,17.9,56.7,565.0,36.0,120.7,normal,alerte,mardi,non
1160,2025-02-09 18:00:00.000000,b5,centre commercial,a,23.5,65.3,833.0,28.0,160.8,boost,alerte,dimanche,non
1013,2025-01-04 00:00:00.000000,b1,bureau,c,17.6,58.6,991.0,32.0,88.2,normal,normal,samedi,oui
1036,2025-01-09 18:00:00.000000,b4,bureau,d,21.2,57.4,160.0,25.0,120.2,normal,alerte,jeudi,non
1029,2025-01-08 00:00:00.000000,b3,hôpital,c,26.5,44.5,416.0,85.0,258.3,normal,normal,mercredi,non
1171,2025-02-12 12:00:00.000000,b1,bureau,b,21.2,57.0,913.0,53.0,214.1,boost,normal,mercredi,oui
1143,2025-02-05 12:00:00.000000,b4,bureau,c,20.7,54.1,910.0,56.0,158.3,eco,normal,mercredi,oui
1404,2025-04-11 18:00:00.000000,b1,bureau,a,23.843762781186093,46.0,950.0,44.0,131.5,eco,normal,vendredi,oui
1350,2025-03-29 06:00:00.000000,b4,bureau,c,21.1,79.3,787.5,47.0,135.3,eco,normal,samedi,non
1222,2025-02-25 06:00:00.000000,b1,bureau,b,25.8,46.4,882.0,56.0,233.8,boost,normal,mardi,non
1096,2025-01-24 18:00:00.000000,b8,entrepôt,a,20.3,57.4,783.0,55.0,121.0,normal,normal,vendredi,non
1052,2025-01-13 18:00:00.000000,b4,bureau,d,27.7,50.3,415.0,70.0,249.1,boost,alerte,lundi,non
1241,2025-03-02 00:00:00.000000,b7,bureau,b,24.9,65.7,594.0,49.0,145.8,eco,normal,dimanche,non
1377,2025-04-05 00:00:00.000000,b8,entrepôt,c,23.8,36.2,1159.0,36.0,163.7,eco,normal,samedi,oui
1384,2025-04-06 18:00:00.000000,b1,bureau,b,23.9,68.5,877.0,65.0,193.1,normal,normal,dimanche,non
1179,2025-02-14 12:00:00.000000,b3,hôpital,a,23.7,45.2,1106.0,60.0,167.3,eco,normal,vendredi,oui
1042,2025-01-11 06:00:00.000000,b3,hôpital,d,24.4,57.4,779.0,0.0,151.1,boost,normal,samedi,non
1442,2025-04-21 06:00:00.000000,b8,entrepôt,c,25.3,68.1,576.0,31.0,170.7987951807229,normal,normal,lundi,non
1393,2025-04-09 00:00:00.000000,b2,école,c,23.7,60.5,1162.0,46.0,176.8,normal,panne,mercredi,oui
1207,2025-02-21 12:00:00.000000,b5,centre commercial,b,27.0,53.9,488.0,20.0,137.4,eco,normal,vendredi,non
1283,2025-03-12 12:00:00.000000,b3,hôpital,c,19.9,64.8,600.0,0.0,26.4,eco,normal,mercredi,non
1255,2025-03-05 12:00:00.000000,b5,centre commercial,a,27.2,72.3,727.0,76.0,269.8,boost,normal,mercredi,non
1418,2025-04-15 06:00:00.000000,b1,bureau,b,29.1,51.1,789.0,28.0,174.9,eco,alerte,mardi,non
1005,2025-01-02 00:00:00.000000,b4,bureau,c,27.5,67.4,672.0,55.0,185.5,normal,normal,jeudi,non
1257,2025-03-06 00:00:00.000000,b7,bureau,d,20.7,77.2,942.0,10.0,76.5,normal,normal,jeudi,non
1455,2025-04-24 12:00:00.000000,b5,centre commercial,b,24.7,49.0,514.0,47.0,166.6,normal,normal,jeudi,non
1101,2025-01-26 00:00:00.000000,b6,centre commercial,d,23.843762781186093,40.2,257.0,43.0,144.1,normal,normal,dimanche,non
1227,2025-02-26 12:00:00.000000,b3,hôpital,c,20.7,54.8,974.0,77.0,168.7,normal,normal,mercredi,oui
1433,2025-04-19 00:00:00.000000,b4,bureau,c,28.4,68.7,744.0,60.0,187.6,eco,normal,samedi,non
1214,2025-02-23 06:00:00.000000,b8,,d,23.4,44.3,869.0,25.0,127.1,eco,normal,dimanche,non
1172,2025-02-12 18:00:00.000000,b4,bureau,a,24.6,74.7,398.0,25.0,138.8,eco,normal,mercredi,non
1099,2025-01-25 12:00:00.000000,b8,entrepôt,c,26.3,58.3,791.0,71.0,253.8,boost,normal,samedi,non
1293,2025-03-15 00:00:00.000000,b7,bureau,b,24.2,61.4,551.0,31.0,143.9,normal,normal,samedi,non
1216,2025-02-23 18:00:00.000000,b3,hôpital,b,23.2,57.4,702.0,41.0,119.8,normal,normal,dimanche,non
1062,2025-01-16 06:00:00.000000,b5,centre commercial,d,20.8,63.5,627.0,57.0,171.3,normal,normal,jeudi,non
1048,2025-01-12 18:00:00.000000,b7,bureau,d,25.4,62.8,540.0,35.0,179.1,eco,normal,dimanche,non
1033,2025-01-09 00:00:00.000000,b4,bureau,a,26.9,53.0,744.0,60.0,189.5,normal,normal,jeudi,non
1268,2025-03-08 18:00:00.000000,b1,bureau,b,30.6,60.6,684.0,0.0,179.4,normal,normal,samedi,non
1328,2025-03-23 18:00:00.000000,b6,université,a,22.4,61.8,818.0,46.0,134.5,normal,normal,dimanche,oui
1201,2025-02-20 00:00:00.000000,b2,école,d,26.5,53.2,691.0,42.0,151.8,eco,alerte,jeudi,non
1453,2025-04-24 00:00:00.000000,b4,bureau,a,27.0,42.0,657.0,70.0,251.8,normal,normal,jeudi,non
1028,2025-01-07 18:00:00.000000,b3,hôpital,c,23.7,37.1,341.0,45.0,169.1,eco,normal,mardi,non
1395,2025-04-09 12:00:00.000000,b4,bureau,d,24.7,71.7,994.0,38.0,138.7,normal,normal,mercredi,oui
1231,2025-02-27 12:00:00.000000,b7,bureau,d,19.0,35.3,680.0,45.39717741935484,167.9,eco,alerte,jeudi,non
1261,2025-03-07 00:00:00.000000,b2,école,a,29.8,52.1,682.0,5.0,199.1,boost,alerte,vendredi,non
1379,2025-04-05 12:00:00.000000,b4,bureau,a,21.8,52.4,890.0,108.0,236.7,eco,normal,samedi,oui
1289,2025-03-14 00:00:00.000000,b1,bureau,c,24.0,49.5,1089.0,48.0,177.2,boost,normal,vendredi,oui
1163,2025-02-10 12:00:00.000000,b7,bureau,b,24.5,69.2,777.0,36.0,164.2,normal,alerte,lundi,non
1434,2025-04-19 06:00:00.000000,b6,université,c,18.0,57.3,468.0,0.0,79.6,boost,normal,samedi,non
1139,2025-02-04 12:00:00.000000,b5,centre commercial,a,25.5,54.8,866.0,44.0,170.6,normal,normal,mardi,oui
1063,2025-01-16 12:00:00.000000,b3,hôpital,d,26.3,45.5,952.0,48.0,176.0,normal,alerte,jeudi,non
1136,2025-02-03 18:00:00.000000,b4,,c,24.1,57.0,831.0,46.0,177.7,normal,normal,lundi,non
1129,2025-02-02 00:00:00.000000,b3,hôpital,b,21.4,58.2,657.0,57.0,145.9,normal,normal,dimanche,non
1484,2025-05-01 18:00:00.000000,b5,centre commercial,d,24.1,35.8,1011.0,45.0,163.2,normal,normal,jeudi,oui
1009,2025-01-03 00:00:00.000000,b7,bureau,c,23.0,55.7,735.0,47.0,187.1,normal,alerte,vendredi,non
1327,2025-03-23 12:00:00.000000,b2,école,c,24.8,48.9,886.0,79.0,256.2,normal,normal,dimanche,non
1471,2025-04-28 12:00:00.000000,b3,hôpital,b,22.5,84.6,1038.0,70.0,165.1,normal,alerte,lundi,oui
1065,2025-01-17 00:00:00.000000,b4,bureau,d,25.2,42.1,444.0,64.0,184.3,eco,normal,vendredi,non
1301,2025-03-17 00:00:00.000000,b4,bureau,b,24.1,41.1,1086.0,62.0,200.8,normal,normal,lundi,oui
1015,2025-01-04 12:00:00.000000,b5,centre commercial,a,28.4,57.4,684.0,34.0,205.5,normal,normal,samedi,non
1157,2025-02-09 00:00:00.000000,b8,entrepôt,b,30.6,33.0,241.0,113.0,319.5,boost,normal,dimanche,non
1041,2025-01-11 00:00:00.000000,b7,bureau,d,28.7,30.8,1108.0,59.0,205.8,eco,normal,samedi,oui
1380,2025-04-05 18:00:00.000000,b3,hôpital,a,26.7,61.5,858.0,82.0,239.7,normal,normal,samedi,non
1497,2025-05-05 00:00:00.000000,b7,bureau,d,24.7,58.4,827.0,50.0,181.5,normal,normal,lundi,non
1409,2025-04-13 00:00:00.000000,b8,entrepôt,c,23.0,34.5,756.0,23.0,169.6,boost,normal,dimanche,non
1217,2025-03-04 13:26:03.346613,b4,bureau,a,20.7,62.0,854.0,47.0,154.7,boost,normal,,non
1280,2025-03-11 18:00:00.000000,b5,centre commercial,c,18.3,55.6,785.0,65.0,226.7,boost,normal,mardi,non
1441,2025-04-21 00:00:00.000000,b6,université,b,23.5,66.9,680.0,98.0,227.8,normal,normal,lundi,non
1437,2025-04-20 00:00:00.000000,b1,bureau,c,24.4,61.7,359.0,84.0,237.8,normal,normal,dimanche,non
1338,2025-03-26 06:00:00.000000,b7,bureau,b,17.2,38.2,975.0,45.0,132.6,normal,alerte,mercredi,non
1237,2025-03-01 00:00:00.000000,b7,bureau,b,16.7,61.9,661.0,47.0,161.5,normal,normal,samedi,non
1208,2025-02-21 18:00:00.000000,b2,école,d,16.8,66.0,692.0,46.0,93.1,eco,normal,vendredi,non
1213,2025-02-23 00:00:00.000000,b1,bureau,a,21.1,74.8,403.0,40.0,179.8,boost,normal,dimanche,non
1296,2025-03-15 18:00:00.000000,b7,bureau,d,23.7,31.0,843.0,45.39717741935484,179.3,normal,normal,samedi,non
1466,2025-04-27 06:00:00.000000,b3,hôpital,b,25.4,63.1,879.0,35.0,176.2,normal,normal,dimanche,non
1252,2025-03-04 18:00:00.000000,b7,bureau,b,26.6,63.8,775.0,43.0,164.6,eco,normal,mardi,non
1496,2025-05-04 18:00:00.000000,b6,université,c,19.1,63.8,685.0,23.0,96.0,normal,normal,dimanche,non
1465,2025-04-27 00:00:00.000000,b4,bureau,c,18.5,53.1,834.0,32.0,81.0,eco,normal,dimanche,non
1304,2025-03-17 18:00:00.000000,b2,école,d,23.5,66.9,1064.0,5.0,104.8,eco,normal,lundi,oui
1351,2025-03-29 12:00:00.000000,b4,bureau,d,23.0,62.6,873.0,114.0,242.4,eco,normal,samedi,oui
1270,2025-03-09 06:00:00.000000,b6,université,a,27.6,49.5,971.0,15.0,149.9,eco,normal,dimanche,oui
1202,2025-02-20 06:00:00.000000,b1,bureau,b,28.8,61.4,787.5,33.0,223.7,boost,normal,jeudi,non
1162,2025-02-10 06:00:00.000000,b7,bureau,c,18.5,52.4,1101.0,68.0,164.4,normal,alerte,lundi,oui
1044,2025-01-11 18:00:00.000000,b6,université,c,29.0,69.5,968.0,33.0,198.8,eco,normal,samedi,oui
1218,2025-02-24 06:00:00.000000,b6,université,b,23.8,55.8,262.0,60.0,223.2,normal,normal,lundi,non
1191,2025-02-17 12:00:00.000000,b2,école,d,31.6,57.4,1057.0,57.0,255.3,boost,normal,lundi,oui
1310,2025-03-19 06:00:00.000000,b3,hôpital,d,23.6,67.1,742.0,68.0,205.8,normal,normal,mercredi,non
1260,2025-03-06 18:00:00.000000,b8,entrepôt,d,27.0,57.8,634.0,29.0,176.6,normal,normal,jeudi,non
1106,2025-01-27 06:00:00.000000,b4,bureau,b,24.8,57.1,482.0,61.0,228.4,boost,normal,lundi,non
1054,2025-01-14 06:00:00.000000,b1,bureau,d,21.5,65.1,1184.0,52.0,117.7,eco,alerte,mardi,oui
1390,2025-04-08 06:00:00.000000,b1,bureau,c,17.7,61.4,381.0,0.0,119.3,normal,normal,mardi,non
1002,2025-01-01 06:00:00.000000,b6,université,a,25.4,61.0,490.0,26.0,164.4,normal,alerte,mercredi,non
1448,2025-04-22 18:00:00.000000,b6,université,d,29.3,37.4,1130.0,48.0,257.2,normal,normal,mardi,oui
1490,2025-05-03 06:00:00.000000,b7,bureau,d,20.7,55.0,1005.0,46.0,106.4,normal,normal,samedi,oui
1050,2025-01-13 06:00:00.000000,b6,université,b,26.0,57.0,590.0,45.39717741935484,218.3,normal,alerte,lundi,non
1420,2025-04-15 18:00:00.000000,b5,centre commercial,d,30.6,65.3,541.0,4.0,201.0,boost,normal,mardi,non
1081,2025-01-21 00:00:00.000000,b1,bureau,b,23.5,44.1,541.0,45.39717741935484,248.7,boost,normal,mardi,non
1206,2025-02-21 06:00:00.000000,b6,université,c,23.2,69.1,443.0,22.0,132.9,normal,normal,vendredi,non
1035,2025-01-09 12:00:00.000000,b6,université,c,20.9,61.1,516.0,45.0,137.9,normal,normal,jeudi,non
1431,2025-04-18 12:00:00.000000,b2,école,c,28.6,83.8,5500.0,26.0,172.3,normal,normal,vendredi,non
1428,2025-04-17 18:00:00.000000,b6,université,c,22.0,72.1,120.0,9.0,100.1,normal,normal,jeudi,non
1367,2025-04-02 12:00:00.000000,b2,école,d,26.9,41.5,748.0,44.0,218.2,boost,normal,mercredi,oui
1092,2025-01-23 18:00:00.000000,b3,hôpital,a,28.0,90.7,1067.0,45.39717741935484,211.4,normal,alerte,jeudi,oui
1340,2025-03-26 18:00:00.000000,b7,bureau,a,24.1,68.6,982.0,58.0,152.7,eco,alerte,mercredi,oui
1481,2025-05-01 00:00:00.000000,b3,hôpital,a,23.2,41.6,877.0,34.0,146.0,normal,normal,jeudi,non
1053,2025-01-14 00:00:00.000000,b5,centre commercial,a,16.3,66.7,597.0,20.0,108.4,normal,normal,mardi,non
1346,2025-03-28 06:00:00.000000,b5,centre commercial,d,29.0,44.1,834.0,6.0,170.7987951807229,eco,normal,vendredi,non
1265,2025-03-08 00:00:00.000000,b1,bureau,c,24.0,68.6,634.0,19.0,131.8,eco,normal,samedi,non
1242,2025-03-02 06:00:00.000000,b5,centre commercial,d,26.5,50.1,693.0,59.0,170.8,eco,normal,dimanche,non
1014,2025-01-04 06:00:00.000000,b7,bureau,b,19.2,66.9,536.0,100.0,245.1,boost,normal,samedi,non
1316,2025-03-20 18:00:00.000000,b8,entrepôt,a,20.5,32.0,926.0,23.0,152.1,boost,normal,jeudi,non
1089,2025-01-23 00:00:00.000000,b3,hôpital,d,24.6,46.0,471.0,46.0,203.1,normal,normal,jeudi,non
1388,2025-04-07 18:00:00.000000,b5,centre commercial,a,24.2,37.7,533.0,45.39717741935484,184.6,normal,alerte,lundi,non
1274,2025-03-10 06:00:00.000000,b7,bureau,b,25.4,51.2,837.0,59.0,196.2,eco,normal,lundi,non
1167,2025-02-11 12:00:00.000000,b4,bureau,c,29.3,60.3,949.0,24.0,213.1,boost,normal,mardi,non
1329,2025-03-24 00:00:00.000000,b7,bureau,a,22.0,63.8,787.5,57.0,198.2,boost,normal,lundi,non
1500,2025-05-05 18:00:00.000000,b4,bureau,a,26.0,47.3,750.0,42.0,197.0,normal,normal,lundi,non
1135,2025-02-03 12:00:00.000000,b1,bureau,b,22.6,62.4,959.0,59.0,208.5,normal,normal,lundi,oui
1307,2025-03-18 12:00:00.000000,b3,hôpital,a,25.6,52.3,886.0,75.0,207.8,eco,normal,mardi,non
1488,2025-05-02 18:00:00.000000,b5,centre commercial,a,26.0,29.9,787.5,60.0,238.3,boost,normal,vendredi,oui
